day,nitrogen_dioxide,ozone,sulphur_dioxide
91.0,41.9177,75.33768,1.6604
92.0,60.04581,70.89724,3.05205
93.0,63.00205,54.88175,3.90088
94.0,66.69031,59.2224,3.07334
95.0,83.61115,74.58929,2.24314
96.0,77.56526,70.4981,4.22285
97.0,100.75624,74.24004,4.51821
98.0,101.39979,52.81953,7.36803
99.0,84.71371,69.8495,5.65175
100.0,105.91425,98.18844,8.73574
101.0,51.88087,89.45725,3.09197
102.0,40.16696,91.75231,2.80193
103.0,65.34008,76.23574,2.51455
104.0,50.65782,96.04306,3.34209
105.0,91.66517,98.88694,5.83269
106.0,59.52513,63.56305,4.70979
107.0,41.08576,77.08391,2.76201
108.0,30.72144,88.85854,1.92649
109.0,61.88707,86.01467,2.1979
110.0,55.63606,97.83919,4.37984
111.0,64.76394,96.94113,3.00416
112.0,57.80244,80.36019,2.45069
113.0,97.40936,82.4723,4.80293
114.0,77.33258,91.10371,9.25461
115.0,28.85867,83.12091,3.67736
116.0,63.14262,69.35058,3.54166
117.0,28.71236,57.2267,7.22168
118.0,35.14745,68.30283,1.90787
119.0,51.93489,73.94069,3.1372
120.0,46.87107,74.68907,3.0015
121.0,39.25789,69.51688,2.86313
122.0,53.86987,60.86885,4.91468
123.0,55.82396,88.20994,3.68535
124.0,54.83663,88.65897,4.09513
125.0,36.37001,87.36177,4.5049
126.0,27.33441,84.55116,2.73274
127.0,44.39438,82.72177,3.14252
128.0,82.99868,76.28563,5.46549
129.0,68.62528,101.43145,2.32563
130.0,60.68681,90.85424,2.05155
131.0,54.99394,76.83445,2.87111
132.0,42.86152,90.25553,2.60236
133.0,58.79264,82.07316,3.69599
134.0,60.26766,63.8624,3.69599
135.0,31.61219,78.23144,2.60236
136.0,46.40633,99.63532,2.05422
137.0,47.27381,88.35962,2.60236
138.0,33.75371,82.48893,3.56295
139.0,23.31577,70.69767,3.56561
140.0,80.15813,75.08821,2.46932
141.0,73.05559,95.99317,3.56295
142.0,48.74963,54.78197,3.01214
143.0,36.68175,64.76047,2.18726
144.0,25.9292,72.5437,3.27823
145.0,23.53283,84.81725,1.63911
146.0,35.55146,83.52005,1.91053
147.0,41.16608,95.19489,3.0015
148.0,36.7659,88.06026,3.54166
149.0,43.65998,74.04047,3.81041
150.0,51.97474,78.03187,3.26226
151.0,37.69107,74.90527,3.80775
152.0,30.08171,86.81295,3.53101
153.0,26.00474,87.67775,3.79977
154.0,79.70392,70.94714,2.98287
155.0,90.23127,87.71102,4.93331
156.0,76.87533,66.20735,4.44636
157.0,23.72982,83.02112,2.33893
158.0,42.35423,92.84994,1.58324
159.0,40.45655,72.64348,4.33993
160.0,22.09703,78.43101,3.04673
161.0,27.02267,90.4551,2.8312
162.0,40.24139,111.50974,5.846
163.0,106.50856,110.66157,6.43672
164.0,57.66953,77.98198,3.80509
165.0,24.70249,72.59359,3.3208
166.0,41.98224,75.48735,2.03293
167.0,44.29924,101.88049,2.89506
168.0,28.05877,51.78842,3.48312
169.0,25.44533,85.66542,2.92699
170.0,53.62268,81.97338,3.19308
171.0,38.56222,54.48261,3.72526
172.0,14.50297,71.8452,3.19308
173.0,35.74749,56.47831,3.72526
174.0,48.04917,80.72607,3.19308
175.0,41.11158,93.49855,5.3218
176.0,41.87467,98.4878,6.12007
177.0,57.26168,113.45555,8.24879
178.0,33.09964,84.11876,8.24879
179.0,33.56581,65.90799,6.12007
180.0,29.92489,92.60048,3.72526
181.0,71.31569,102.22973,4.78962
182.0,113.45906,162.3502,8.07849
183.0,35.54333,113.15619,2.69549
184.0,43.91674,83.47015,3.23565
185.0,52.66356,88.5093,2.4294
186.0,33.21104,82.97123,2.9669
187.0,21.26126,71.59574,2.15799
188.0,38.22705,74.04047,3.51239
189.0,29.48358,84.61768,2.70081
190.0,38.43296,95.24478,2.16065
191.0,68.03002,110.26243,3.51505
192.0,98.16671,82.4723,3.51505
193.0,24.32987,58.5239,2.43206
194.0,35.98608,44.45422,2.70614
195.0,41.00018,40.51271,2.43472
196.0,44.89355,52.93594,3.25162
197.0,52.99155,86.31403,4.06319
198.0,50.89784,81.22499,3.25162
199.0,26.39154,92.60048,2.71146
200.0,80.60566,89.90629,2.98287
201.0,56.62658,59.47186,2.71146
202.0,22.66121,59.871,2.71412
203.0,34.51011,70.24864,2.44271
204.0,63.54473,78.18155,3.25694
205.0,72.43928,63.51315,4.0765
206.0,42.58803,72.34413,2.71678
207.0,48.06368,67.90369,4.35057
208.0,23.69014,61.31788,4.07916
209.0,27.682,72.69337,3.53634
210.0,29.30285,70.14886,2.99351
211.0,28.69467,51.58885,2.17396
212.0,37.00688,92.94973,1.33045
213.0,50.74962,77.93209,3.45917
214.0,60.15482,120.09125,4.51821
215.0,45.95865,79.1794,3.98337
216.0,23.98179,74.63918,2.65558
217.0,80.8036,76.18585,5.30584
218.0,69.04571,69.60004,3.17978
219.0,66.85526,64.31143,4.77099
220.0,44.77449,114.35361,2.38417
221.0,36.24188,98.4878,4.23083
222.0,33.86464,45.30239,3.43788
223.0,69.76848,39.2654,4.4916
224.0,47.27557,63.06412,2.64227
225.0,45.00973,52.55343,3.42724
226.0,37.49265,77.73252,3.68801
227.0,62.09553,67.60434,4.20954
228.0,72.67596,64.96004,3.67736
229.0,74.61491,71.04692,3.41127
230.0,53.83209,56.5781,4.19358
231.0,32.86201,65.8581,3.40063
232.0,27.07335,47.69723,1.56727
233.0,32.67267,61.71702,2.08881
234.0,81.48445,101.03231,3.38733
235.0,54.09698,89.85639,4.42508
236.0,58.41253,42.44189,3.64011
237.0,33.55625,50.24175,2.33627
238.0,28.753,52.43702,2.84982
239.0,51.20241,56.02928,3.3687
240.0,37.91962,63.66283,2.33627
241.0,85.21287,70.89724,2.59438
242.0,65.2545,57.32648,2.85781
243.0,43.59974,49.39358,2.85781
244.0,81.59203,55.231,4.15899
245.0,73.25688,57.47616,3.90088
246.0,54.20551,59.82111,2.34159
247.0,62.5923,50.69078,3.1239
248.0,59.85424,47.49766,4.16697
249.0,68.2882,73.34198,4.42774
250.0,60.89496,51.78842,3.38999
251.0,43.60118,50.84046,2.08615
252.0,57.15028,56.34526,4.9546
253.0,58.55788,64.5609,5.21536
254.0,75.86744,86.06456,6.77997
255.0,60.66498,75.48735,4.17229
256.0,56.62052,57.82541,3.9062
257.0,53.26934,65.25939,4.68851
258.0,69.15504,62.66498,3.64809
259.0,69.27713,60.61939,4.68851
260.0,43.93825,73.34198,3.90354
261.0,69.30135,47.83028,2.34159
262.0,89.3257,71.09681,7.54631
263.0,67.33721,81.12521,3.90088
264.0,66.91933,57.47616,3.90088
265.0,63.97552,45.20261,6.23981
266.0,56.73766,40.31314,10.3988
267.0,51.67527,51.28949,3.11858
268.0,91.71633,58.12476,8.83951
269.0,67.09624,64.11186,9.10826
270.0,45.91434,67.25509,2.34159
271.0,59.01975,54.88175,3.382
272.0,49.45438,51.13981,3.64277
273.0,53.38505,63.41337,3.64809
274.0,48.05348,68.45251,2.86579
275.0,86.54445,49.59315,5.73158
276.0,104.05434,43.30669,7.56228
277.0,63.79718,90.55489,4.17229
278.0,50.30831,53.03573,3.91152
279.0,60.95855,58.67358,4.69915
280.0,47.63129,29.08733,3.39265
281.0,85.06609,52.33723,4.81091
282.0,121.81238,33.57765,13.27523
283.0,47.64181,41.01164,2.16065
284.0,54.14527,57.37638,2.79395
285.0,83.78615,50.99014,4.99185
286.0,49.68579,60.41982,2.23516
287.0,62.14143,56.32863,2.08349
288.0,54.08741,43.50626,2.19524
289.0,45.22058,54.48261,2.04623
290.0,36.61242,55.72992,1.89988
291.0,46.2715,50.49121,2.00898
292.0,72.06348,49.69293,1.59654
293.0,99.63073,43.95529,6.65491
294.0,62.99903,24.34754,3.07068
295.0,84.25423,64.06197,3.79178
296.0,69.14771,41.76002,3.93547
297.0,57.98652,69.00133,2.93497
298.0,72.95901,47.49766,2.15267
299.0,57.4625,38.41723,2.82055
300.0,71.94251,30.88346,5.04507
301.0,68.46176,40.26325,2.85249
302.0,52.41445,47.59745,2.48262
303.0,73.64464,41.56045,2.62897
304.0,67.23728,17.81162,6.66289
305.0,91.9879,2.79398,11.21835
306.0,83.5337,14.36904,7.99068
307.0,69.75031,26.5927,5.28987
308.0,67.78235,43.15701,5.94977
309.0,44.25812,43.40648,2.33095
310.0,37.36117,54.5824,2.07284
311.0,47.49789,56.02928,1.81473
312.0,54.95059,47.59745,1.55929
313.0,48.81608,64.92677,1.29852
314.0,38.09652,59.92089,1.30118
315.0,42.80032,65.45896,1.04041
316.0,65.01735,58.40749,2.08349
317.0,49.14121,71.31301,1.56461
318.0,52.35899,56.87745,1.82804
319.0,18.38582,67.75402,2.35224
320.0,46.70468,69.64993,2.09147
321.0,44.48618,69.74972,3.14252
322.0,40.59568,69.38384,2.35756
323.0,71.62265,65.39244,1.83336
324.0,61.89376,47.34798,2.61833
325.0,51.49598,61.8667,2.35756
326.0,72.00945,42.95744,4.18826
327.0,83.67188,41.36088,7.58623
328.0,65.50791,54.38283,3.40063
329.0,73.01877,44.554,4.44636
330.0,74.60089,31.78152,4.1856
331.0,53.76563,59.17251,3.6614
332.0,54.34656,66.70627,2.87377
333.0,18.67126,68.70197,3.13454
334.0,42.84622,63.11401,2.35224
335.0,46.34561,70.99703,1.82804
336.0,44.92032,77.38327,2.61034
337.0,43.65998,59.37208,3.39265
338.0,62.23562,63.8624,2.34958
339.0,17.20246,78.83015,3.38999
340.0,34.0468,77.63273,2.86845
341.0,56.98724,57.27659,3.91152
342.0,50.48283,58.5738,2.60502
343.0,74.7362,60.41982,3.12656
344.0,58.83758,70.4981,2.08349
345.0,75.19663,49.09422,2.08082
346.0,67.9014,66.95574,2.60236
347.0,78.46414,62.33236,5.97904
348.0,57.88707,47.49766,2.86047
349.0,51.72739,35.62325,3.90088
350.0,47.70636,65.35918,1.8174
351.0,46.8486,38.51701,2.86047
352.0,54.03625,50.64089,1.55929
353.0,24.02913,51.28949,3.11858
354.0,39.28705,72.14456,3.64277
355.0,58.42974,65.79158,2.60236
356.0,22.56081,66.45681,2.60236
357.0,44.55169,69.25079,1.82272
358.0,37.04226,67.55445,2.34425
359.0,29.89716,64.81036,2.08349
360.0,14.59955,67.30498,2.08615
361.0,34.57561,69.55015,2.08615
362.0,38.42404,44.10497,2.34691
363.0,43.12448,65.70842,1.56727
364.0,28.72958,66.45681,3.13188
365.0,36.88065,77.38327,2.87111
