day,nitrogen_dioxide,ozone,sulphur_dioxide
151.0,17.5398,116.3992,4.44838
152.0,15.33151,109.71361,2.87744
153.0,23.42943,115.25168,4.18403
154.0,86.35775,105.57253,7.05829
155.0,69.26384,89.55704,3.65943
156.0,14.19488,73.44176,3.39765
157.0,21.53769,75.23789,2.8746
158.0,40.07079,61.93322,4.18075
159.0,37.88392,65.70842,7.0542
160.0,19.71747,66.20735,3.39608
161.0,26.01336,83.32048,3.39568
162.0,23.14504,76.10269,4.43999
163.0,19.14445,89.00822,2.08917
164.0,40.97653,81.52435,5.48342
165.0,39.06116,90.30543,3.65519
166.0,42.07082,85.8151,2.8716
167.0,47.66893,88.70887,2.61025
168.0,19.66516,89.65682,3.91492
169.0,44.18543,78.03187,3.6535
170.0,35.51951,85.41596,3.13121
171.0,12.17155,79.96105,3.13084
172.0,13.03664,66.75617,2.86961
173.0,12.38325,61.51745,4.43433
174.0,11.94968,80.17725,3.39057
175.0,51.32556,110.01296,5.73722
176.0,57.24462,173.92526,5.73655
177.0,48.98274,177.66719,5.73589
178.0,41.8909,138.50158,8.08145
179.0,7.99318,69.10111,3.3886
180.0,8.66671,66.30713,2.60631
181.0,9.50418,64.96004,2.60601
182.0,14.78116,56.27874,4.95084
183.0,14.58652,50.14196,2.86595
184.0,48.12514,61.31788,4.16816
185.0,19.67449,67.45466,2.60504
186.0,10.07173,52.13766,4.42846
187.0,6.1204,65.35918,4.42834
188.0,30.20175,65.25939,4.68872
189.0,54.39458,65.05982,8.07482
190.0,17.03542,39.31529,3.6466
191.0,18.54395,49.44347,3.64651
192.0,31.74689,59.42197,4.4278
193.0,47.21696,70.94714,4.42769
194.0,50.42618,108.66587,4.42758
195.0,25.49682,79.72822,5.20879
196.0,24.75974,63.41337,3.12519
197.0,29.2173,50.84046,3.12512
198.0,20.19359,53.78412,2.86462
199.0,39.14008,67.95359,3.12524
200.0,17.07671,64.46111,3.12543
201.0,30.78082,61.8667,4.68845
202.0,26.02126,78.4809,3.38632
203.0,34.0146,81.62413,3.64703
204.0,16.00083,112.55748,4.1683
205.0,21.23613,112.70716,4.68963
206.0,15.49768,58.97294,3.64772
207.0,22.33338,51.48906,4.42965
208.0,12.76374,48.24605,3.64818
209.0,18.0265,46.69938,2.34541
210.0,49.27541,59.77122,4.16932
211.0,41.44127,76.5351,3.12678
212.0,70.40268,101.68092,4.42929
213.0,57.81433,143.64051,5.4711
214.0,22.69279,57.77552,6.25225
215.0,21.73957,65.75832,3.90739
216.0,25.20543,78.43101,2.86522
217.0,31.51851,79.52865,4.42775
218.0,13.0682,79.02972,2.60438
219.0,40.6159,79.1794,4.68756
220.0,109.03674,152.57127,
221.0,102.56886,166.84052,
222.0,24.34657,168.13773,
223.0,50.15973,170.53257,
224.0,64.0873,199.27065,
225.0,60.10666,216.53345,
226.0,23.6983,144.83793,
227.0,26.86067,87.36177,
228.0,38.30643,64.01208,
229.0,43.47574,91.90199,
230.0,47.27446,90.40521,
231.0,14.59629,64.5609,
232.0,31.4351,43.55615,
233.0,36.35237,76.28563,
234.0,10.10412,76.33553,
235.0,9.4224,74.93854,
236.0,14.54892,66.45681,
237.0,22.5086,62.81466,
238.0,11.86145,61.46756,
239.0,36.49416,64.91014,
240.0,31.04218,51.28949,
241.0,23.92796,63.16391,
242.0,13.12639,60.86885,
243.0,21.92789,69.45036,
244.0,79.06659,76.18585,
245.0,67.27033,90.95403,2.92699
246.0,50.46472,95.69382,3.76251
247.0,19.82521,67.72075,2.35911
248.0,28.44327,61.51745,3.24378
249.0,53.96298,59.32218,3.24378
250.0,49.10248,65.95789,2.94889
251.0,44.90099,54.48261,4.42333
252.0,23.36963,49.09422,3.53866
253.0,24.40079,45.70153,3.83032
254.0,60.68022,81.72392,4.41587
255.0,61.67697,72.74327,7.64771
256.0,27.01277,72.79316,3.82062
257.0,36.1533,84.86714,3.81739
258.0,66.9756,128.27362,6.16133
259.0,90.6826,120.93942,2.63833
260.0,30.1495,118.04566,6.73668
261.0,20.68767,80.27703,2.92651
262.0,27.75747,86.61338,4.38603
263.0,17.95208,110.61167,3.21369
264.0,16.88942,105.17339,2.91905
265.0,93.0955,74.63918,4.95815
266.0,68.53363,115.70071,4.66252
267.0,35.14378,92.00177,3.20274
268.0,78.16947,70.4981,15.15514
269.0,41.44129,64.96004,7.87674
270.0,14.84974,64.46111,2.92018
271.0,15.69807,67.90369,3.21534
272.0,59.61736,60.02068,3.80367
273.0,67.5207,56.02928,3.22164
274.0,40.77272,66.5067,6.15642
275.0,38.86798,63.06412,4.98864
276.0,39.86467,57.21007,5.28724
277.0,27.0246,67.2052,5.88044
278.0,36.89094,75.68692,4.12031
279.0,55.76963,64.11186,5.00811
280.0,26.71535,55.8796,5.30785
281.0,46.55454,58.07487,4.72267
282.0,47.29274,59.40534,5.01281
283.0,66.95336,53.43487,5.30235
284.0,39.42693,56.27874,2.05995
285.0,47.89502,58.37423,3.82177
286.0,41.39824,,7.04847
287.0,40.22444,43.00734,4.40085
288.0,36.69905,67.8538,5.27569
289.0,49.20599,56.27874,5.27036
290.0,55.72598,56.5282,3.51002
291.0,55.98745,57.54268,3.50647
292.0,58.80082,43.10712,6.422
293.0,59.64068,79.02972,6.7071
294.0,29.3099,63.41337,4.07844
295.0,49.76229,66.15746,9.3269
296.0,75.54886,68.51903,3.79099
297.0,28.79816,63.16391,4.08469
298.0,18.30871,76.23574,8.17355
299.0,31.57557,65.12634,3.21267
300.0,191.66,53.68433,35.35742
301.0,45.16061,57.42627,13.15615
302.0,30.37249,65.2095,3.51009
303.0,31.01009,68.5024,5.85313
304.0,27.07006,71.89509,3.80647
305.0,28.44154,70.89724,6.445
306.0,12.81755,78.68047,7.62069
307.0,15.80309,71.64563,8.79757
308.0,70.79615,70.64778,6.74832
309.0,76.72427,,8.80674
310.0,102.63737,,53.45542
311.0,77.03803,,9.69751
312.0,55.68667,,5.58632
313.0,43.65241,,4.41255
314.0,45.59784,,3.23755
315.0,49.3827,,7.06742
316.0,40.45138,,7.95498
317.0,30.438,,3.83216
318.0,49.47963,,5.01389
319.0,23.07574,,6.19684
320.0,13.35705,,5.01909
321.0,24.43847,,7.08945
322.0,25.85971,,3.25101
323.0,21.89655,,5.32259
324.0,61.47621,,7.39631
325.0,54.2005,,5.03209
326.0,20.69055,,3.55062
327.0,60.02587,,5.028
328.0,52.79869,,5.61724
329.0,29.55078,,5.31942
330.0,42.45513,,5.02185
331.0,61.85144,,4.42924
332.0,73.42103,,12.98713
333.0,53.15686,,4.42563
334.0,55.38295,,3.53906
335.0,37.29486,,6.78042
336.0,58.38389,,3.83085
337.0,52.7923,,7.65985
338.0,63.49156,,15.02148
339.0,60.28543,,5.30043
340.0,52.51123,,6.18235
341.0,47.27569,,2.94327
342.0,61.13185,,5.88512
343.0,55.66999,,6.17789
344.0,59.61316,,4.99995
345.0,39.84747,,4.99874
346.0,73.07981,,11.75892
347.0,52.30647,,8.52317
348.0,39.70362,,7.34579
349.0,42.42586,76.23574,4.40641
350.0,46.11699,65.59201,4.40535
351.0,64.6847,63.8624,3.52343
352.0,41.84448,59.27229,4.40475
353.0,15.73907,57.57595,6.1673
354.0,19.42391,67.10541,4.9931
355.0,25.76397,73.49165,3.81865
356.0,23.80673,59.92089,7.34432
357.0,56.45248,66.90584,4.70086
358.0,33.66104,61.16821,5.58285
359.0,21.5538,69.74972,7.34662
360.0,43.27383,57.0105,4.70233
361.0,23.37483,72.94284,13.52061
362.0,44.77294,75.73682,10.2885
363.0,48.82644,39.41508,4.99779
364.0,32.4494,47.56418,7.35046
365.0,62.10983,35.274,6.17503
366.0,47.68008,31.88131,9.41055
